# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  4 21:26:43 2025
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
11069176,K02007.02,Kepler-1050 c,CONFIRMED,CANDIDATE,,,,,,21.1290200,3.40000e-04,-3.40000e-04,149.26990,5.60000e-03,-5.60000e-03,0.7800,0.370,-0.370,3.8228,,,173,,,1.47,,,667.0,,,,,,17.80,,,5821.00,,,4.430,,,1.0100,,,282.924990,48.626389,13.127
8098728,K02008.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,24.4842430,,,137.63292,,,,,,3.7400,,,297,,,,,,,,,,,,23.00,,,6404.00,,,4.158,,,,,,292.226290,43.995312,10.800
2449431,K02009.01,,CANDIDATE,CANDIDATE,,,,,,86.7490000,1.70000e-03,-1.70000e-03,170.29400,6.50000e-03,-6.50000e-03,0.0300,0.051,-0.051,9.1821,,,566,,,1.92,,,378.0,,,,,,25.60,,,5591.00,,,4.490,,,0.8200,,,292.773990,37.797691,13.820
10723750,K00209.01,Kepler-117 c,CONFIRMED,CANDIDATE,,,,,,50.7905630,7.00000e-05,-7.00000e-05,135.63035,5.40000e-04,-5.40000e-04,0.4060,0.079,-0.079,10.9500,,,5753,,,8.29,,,536.0,,,,,,287.40,,,6221.00,,,4.430,,,1.0800,,,288.793030,48.040230,14.274
5631630,K02010.01,Kepler-1051 b,CONFIRMED,CANDIDATE,,,,,,25.9626400,3.40000e-04,-3.40000e-04,138.95730,4.80000e-03,-4.80000e-03,0.7700,0.210,-0.210,6.2173,,,306,,,2.33,,,762.0,,,,,,11.30,,,6527.00,,,4.290,,,1.2400,,,295.158110,40.898849,13.200
5384079,K02011.01,Kepler-348 b,CONFIRMED,CANDIDATE,,,,,,7.0568230,6.20000e-05,-6.20000e-05,132.53150,3.20000e-03,-3.20000e-03,0.2700,0.540,-0.540,1.7983,,,128,,,1.20,,,1020.0,,,,,,20.10,,,6154.00,,,4.450,,,1.0600,,,297.255040,40.548370,12.556
11520459,K02226.01,,CANDIDATE,CANDIDATE,,,,,,8.4635400,1.10000e-04,-1.10000e-04,134.35230,5.50000e-03,-5.50000e-03,0.6700,0.930,-0.930,1.4521,,,691,,,2.39,,,769.0,,,,,,19.40,,,5224.00,,,4.510,,,0.8600,,,297.525420,49.401451,15.338
5959753,K00226.01,Kepler-496 b,CONFIRMED,CANDIDATE,,,,,,8.3084850,4.10000e-05,-4.10000e-05,138.11420,1.80000e-03,-1.80000e-03,0.7900,0.440,-0.440,3.2543,,,955,,,1.97,,,652.0,,,,,,54.20,,,5043.00,,,4.710,,,0.6200,,,291.640900,41.241039,14.817
10600955,K02227.01,Kepler-1151 b,CONFIRMED,CANDIDATE,,,,,,65.6462000,1.30000e-03,-1.30000e-03,173.30790,7.00000e-03,-7.00000e-03,0.1900,0.640,-0.640,4.5971,,,552,,,2.03,,,427.0,,,,,,13.40,,,5555.00,,,4.430,,,0.9000,,,292.247800,47.878448,14.872
10801100,K02228.01,,CANDIDATE,CANDIDATE,,,,,,102.6565000,3.40000e-03,-3.40000e-03,223.25000,1.10000e-02,-1.10000e-02,0.1900,0.250,-0.250,13.9961,,,256,,,1.99,,,481.0,,,,,,24.70,,,6622.00,,,4.350,,,1.2800,,,293.417940,48.198849,12.678
4473226,K02229.01,Kepler-1682 b,CONFIRMED,CANDIDATE,,,,,,14.8322000,1.00000e-03,-1.00000e-03,135.45620,9.20000e-03,-9.20000e-03,0.1200,0.460,-0.460,3.6702,,,885,,,2.78,,,689.0,,,,,,13.70,,,5571.00,,,4.490,,,0.9100,,,293.983580,39.572880,15.707
8914779,K02230.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.9872937,,,131.89519,,,,,,3.2500,,,33,,,,,,,,,,,,25.60,,,5986.00,,,3.805,,,,,,300.778750,45.110222,11.511
2854181,K02232.01,Kepler-1810 b,CONFIRMED,CANDIDATE,,,,,,101.1337000,2.00000e-03,-2.00000e-03,210.18030,6.10000e-03,-6.10000e-03,0.4200,0.810,-0.810,4.1873,,,1468,,,3.65,,,371.0,,,,,,18.10,,,5546.00,,,4.450,,,0.9500,,,291.813020,38.088181,15.331
8963721,K02233.01,,CANDIDATE,CANDIDATE,,,,,,1.8114340,1.70000e-05,-1.70000e-05,132.94100,2.70000e-03,-2.70000e-03,0.8700,0.110,-0.110,4.5456,,,198,,,1.61,,,1442.0,,,,,,31.10,,,5474.00,,,4.380,,,1.0000,,,295.475370,45.239979,14.674
10723367,K02236.01,Kepler-375 c,CONFIRMED,CANDIDATE,,,,,,19.9879500,3.10000e-04,-3.10000e-04,135.50110,5.70000e-03,-5.70000e-03,0.5400,0.750,-0.750,3.1400,,,671,,,2.03,,,587.0,,,,,,16.60,,,5615.00,,,4.600,,,0.7800,,,288.617920,48.098412,15.699
10723367,K02236.02,Kepler-375 b,CONFIRMED,CANDIDATE,,,,,,12.1266500,2.40000e-04,-2.40000e-04,142.09850,7.40000e-03,-7.40000e-03,0.6400,0.680,-0.680,2.4233,,,397,,,1.60,,,696.0,,,,,,11.40,,,5615.00,,,4.600,,,0.7800,,,288.617920,48.098412,15.699
5005121,K02237.01,Kepler-1811 b,CONFIRMED,CANDIDATE,,,,,,76.4241000,2.10000e-03,-2.10000e-03,164.47300,1.00000e-02,-1.00000e-02,0.9100,0.140,-0.140,7.9885,,,613,,,2.68,,,412.0,,,,,,14.90,,,5828.00,,,4.530,,,0.9100,,,289.979340,40.142830,15.165
8229458,K02238.01,Kepler-1152 b,CONFIRMED,CANDIDATE,,,,,,1.6468190,1.20000e-05,-1.20000e-05,132.05840,1.50000e-03,-1.50000e-03,0.9000,0.660,-0.660,1.2565,,,287,,,1.06,,,844.0,,,,,,26.60,,,3922.00,,,4.740,,,0.5200,,,290.434020,44.107651,14.634
6185476,K00227.01,,CANDIDATE,CANDIDATE,,,,,,17.6601140,4.10000e-05,-4.10000e-05,136.57258,8.90000e-04,-8.90000e-04,0.7000,0.570,-0.570,3.3317,,,1890,,,2.93,,,473.0,,,,,,63.10,,,4633.00,,,4.680,,,0.6300,,,284.352020,41.519199,14.267
5125347,K02241.01,Kepler-1812 b,CONFIRMED,CANDIDATE,,,,,,7.1651870,8.60000e-05,-8.60000e-05,132.96940,4.40000e-03,-4.40000e-03,0.9600,0.230,-0.230,2.3331,,,498,,,2.93,,,966.0,,,,,,17.00,,,5926.00,,,4.460,,,1.0400,,,298.084530,40.283249,15.302
9336200,K02242.01,Kepler-1153 b,CONFIRMED,CANDIDATE,,,,,,1.7558460,1.80000e-05,-1.80000e-05,133.15340,2.60000e-03,-2.60000e-03,0.2600,0.730,-0.730,1.8073,,,360,,,1.54,,,1284.0,,,,,,20.30,,,5383.00,,,4.580,,,0.8200,,,289.147220,45.866180,15.758
4770617,K02243.01,Kepler-1154 b,CONFIRMED,CANDIDATE,,,,,,5.1854580,7.50000e-05,-7.50000e-05,132.33290,5.10000e-03,-5.10000e-03,0.4800,0.530,-0.530,3.9163,,,252,,,1.52,,,1046.0,,,,,,19.70,,,5935.00,,,4.510,,,0.9400,,,297.477110,39.877239,14.806
4454934,K02245.01,Kepler-1155 b,CONFIRMED,CANDIDATE,,,,,,33.4702500,5.70000e-04,-5.70000e-04,140.14770,6.40000e-03,-6.40000e-03,0.8400,0.660,-0.660,4.5565,,,422,,,2.57,,,593.0,,,,,,16.80,,,5675.00,,,4.310,,,1.1100,,,288.820590,39.522820,14.740
4476423,K02481.01,,CANDIDATE,CANDIDATE,,,,,,33.8476000,9.10000e-04,-9.10000e-04,132.18480,8.90000e-03,-8.90000e-03,0.7000,0.150,-0.150,14.9456,,,795,,,16.83,,,1063.0,,,,,,30.90,,,4760.00,,,3.020,,,5.6100,,,294.782350,39.596519,13.605
11403389,K02482.01,Kepler-1251 b,CONFIRMED,CANDIDATE,,,,,,45.0887000,1.10000e-03,-1.10000e-03,133.56630,8.50000e-03,-8.50000e-03,0.8100,0.690,-0.690,3.7231,,,420,,,1.98,,,462.0,,,,,,11.00,,,5550.00,,,4.540,,,0.8700,,,292.115170,49.256432,14.976
9851662,K02483.01,Kepler-1252 b,CONFIRMED,CANDIDATE,,,,,,15.0541700,4.00000e-04,-4.00000e-04,135.52420,9.40000e-03,-9.40000e-03,0.1300,0.520,-0.520,4.3120,,,225,,,1.15,,,628.0,,,,,,12.60,,,5292.00,,,4.530,,,0.7900,,,298.950320,46.692799,14.503
10453588,K02484.01,Kepler-1253 b,CONFIRMED,CANDIDATE,,,,,,68.8881000,1.50000e-03,-1.50000e-03,160.29210,7.90000e-03,-7.90000e-03,0.6600,0.800,-0.800,5.8595,,,149,,,1.19,,,444.0,,,,,,15.80,,,5739.00,,,4.390,,,0.9300,,,283.885100,47.637218,12.464
11125613,K02485.01,Kepler-1254 b,CONFIRMED,CANDIDATE,,,,,,9.9912600,1.60000e-04,-1.60000e-04,134.39120,5.40000e-03,-5.40000e-03,0.8500,0.800,-0.800,2.8451,,,435,,,1.81,,,662.0,,,,,,13.30,,,4966.00,,,4.560,,,0.7500,,,285.173340,48.770039,15.311
8074328,K02486.01,,CANDIDATE,CANDIDATE,,,,,,4.2679690,4.10000e-05,-4.10000e-05,134.07010,3.20000e-03,-3.20000e-03,0.9900,0.220,-0.220,1.6137,,,133,,,2.64,,,1254.0,,,,,,16.70,,,6178.00,,,4.390,,,1.1400,,,280.690460,43.919182,13.047
7212184,K02487.01,Kepler-1255 b,CONFIRMED,CANDIDATE,,,,,,36.2929000,1.10000e-03,-1.10000e-03,132.16500,1.20000e-02,-1.20000e-02,0.7400,0.250,-0.250,7.7281,,,336,,,1.82,,,545.0,,,,,,13.70,,,5897.00,,,4.480,,,0.9300,,,295.239260,42.726479,15.251
8559152,K02488.01,Kepler-1256 b,CONFIRMED,CANDIDATE,,,,,,12.4130100,2.70000e-04,-2.70000e-04,140.34730,8.30000e-03,-8.30000e-03,0.1300,0.580,-0.580,4.4504,,,115,,,1.28,,,920.0,,,,,,15.10,,,6198.00,,,4.300,,,1.2200,,,291.474300,44.683510,13.539
8478994,K00245.02,Kepler-37 c,CONFIRMED,CANDIDATE,,,,,,21.3018500,1.30000e-04,-1.30000e-04,191.83850,2.10000e-03,-2.10000e-03,0.7600,0.210,-0.210,3.8453,,,90,,,0.75,,,538.0,,,,,,49.30,,,5288.00,,,4.590,,,0.7300,,,284.059540,44.518215,9.705
2718778,K02489.01,Kepler-1844 b,CONFIRMED,CANDIDATE,,,,,,3.9245800,1.00000e-04,-1.00000e-04,132.39400,1.10000e-02,-1.10000e-02,0.7100,0.350,-0.350,3.9233,,,404,,,1.68,,,1008.0,,,,,,16.40,,,5558.00,,,4.590,,,0.8000,,,292.690400,37.934570,15.708
3122913,K02490.01,Kepler-1845 b,CONFIRMED,CANDIDATE,,,,,,11.6065800,1.80000e-04,-1.80000e-04,134.41620,5.70000e-03,-5.70000e-03,0.8200,0.710,-0.710,2.2684,,,701,,,1.95,,,561.0,,,,,,11.60,,,4794.00,,,4.690,,,0.6300,,,292.901610,38.297081,15.701
9229657,K02491.01,Kepler-1257 b,CONFIRMED,CANDIDATE,,,,,,2.6683620,3.70000e-05,-3.70000e-05,131.68230,4.30000e-03,-4.30000e-03,0.6600,0.690,-0.690,2.5356,,,266,,,1.40,,,1163.0,,,,,,17.90,,,5542.00,,,4.570,,,0.8400,,,296.075680,45.627060,15.553
11752632,K02492.01,Kepler-1258 b,CONFIRMED,CANDIDATE,,,,,,0.9849380,1.70000e-05,-1.70000e-05,133.31900,3.00000e-03,-3.00000e-03,0.8500,0.290,-0.290,2.2216,,,80,,,0.88,,,1758.0,,,,,,16.90,,,5818.00,,,4.540,,,0.8900,,,285.404940,49.994740,13.835
10028535,K02493.01,Kepler-1259 b,CONFIRMED,CANDIDATE,,,,,,0.6630983,7.20000e-06,-7.20000e-06,131.97603,9.70000e-04,-9.70000e-04,0.7800,0.510,-0.510,1.1514,,,288,,,1.39,,,1600.0,,,,,,24.00,,,4994.00,,,4.620,,,0.7400,,,297.841490,46.967682,15.304
7047207,K02494.01,Kepler-1260 b,CONFIRMED,CANDIDATE,,,,,,19.1185000,5.30000e-04,-5.30000e-04,138.42900,1.00000e-02,-1.00000e-02,0.8400,0.160,-0.160,6.6924,,,213,,,1.32,,,632.0,,,,,,13.30,,,5670.00,,,4.490,,,0.8200,,,295.591250,42.555241,14.838
5212220,K02495.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.0875010,,,131.76603,,,,,,1.4800,,,141,,,,,,,,,,,,31.90,,,5699.00,,,3.900,,,,,,297.859380,40.326939,13.214
9964748,K02496.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.1838369,,,131.87916,,,,,,1.6000,,,85,,,,,,,,,,,,10.70,,,5746.00,,,4.478,,,,,,297.048520,46.867981,14.675
6289257,K00307.02,Kepler-520 c,CONFIRMED,CANDIDATE,,,,,,5.2110580,5.30000e-05,-5.30000e-05,131.53670,3.60000e-03,-3.60000e-03,0.6600,0.380,-0.380,3.2630,,,102,,,1.15,,,1143.0,,,,,,27.80,,,6141.00,,,4.420,,,1.0900,,,293.180330,41.617760,12.797
6291837,K00308.01,Kepler-1715 b,CONFIRMED,CANDIDATE,,,,,,35.5974300,1.50000e-04,-1.50000e-04,187.52380,1.40000e-03,-1.40000e-03,0.4100,0.440,-0.440,6.0211,,,640,,,3.15,,,643.0,,,,,,93.80,,,6323.00,,,4.370,,,1.2100,,,293.929720,41.602871,12.351
8845026,K00044.01,,CANDIDATE,CANDIDATE,,,,,,66.4676940,7.60000e-05,-7.60000e-05,160.47431,4.00000e-04,-4.00000e-04,0.0000,0.370,-0.370,19.7380,,,12644,,,9.88,,,412.0,,,,,,1217.10,,,5490.00,,,4.490,,,0.9100,,,300.151860,45.089611,13.483
7024222,K00309.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.6330918,,,170.19720,,,,,,1.4500,,,54,,,,,,,,,,,,16.90,,,4410.00,,,4.682,,,,,,288.823030,42.542728,12.843
7024511,K00311.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,66.1547541,,,175.64858,,,,,,6.4300,,,2594,,,,,,,,,,,,33.10,,,3240.00,,,4.782,,,,,,288.925600,42.531509,12.655
7050989,K00312.01,Kepler-136 b,CONFIRMED,CANDIDATE,,,,,,11.5789400,6.60000e-05,-6.60000e-05,175.58570,1.90000e-03,-1.90000e-03,0.7100,0.350,-0.350,2.8599,,,217,,,1.91,,,914.0,,,,,,41.10,,,6158.00,,,4.350,,,1.2100,,,296.467320,42.598785,12.459
7050989,K00312.02,Kepler-136 c,CONFIRMED,CANDIDATE,,,,,,16.3992200,1.20000e-04,-1.20000e-04,131.96830,2.70000e-03,-2.70000e-03,0.5900,0.400,-0.400,3.6428,,,217,,,1.84,,,817.0,,,,,,40.20,,,6158.00,,,4.350,,,1.2100,,,296.467320,42.598785,12.459
7419318,K00313.01,Kepler-137 c,CONFIRMED,CANDIDATE,,,,,,18.7357210,8.30000e-05,-8.30000e-05,177.63560,1.50000e-03,-1.50000e-03,0.7400,0.440,-0.440,3.0961,,,551,,,2.20,,,597.0,,,,,,55.00,,,5348.00,,,4.530,,,0.8600,,,282.135530,43.039101,12.990
7419318,K00313.02,Kepler-137 b,CONFIRMED,CANDIDATE,,,,,,8.4364040,4.40000e-05,-4.40000e-05,179.88610,1.70000e-03,-1.70000e-03,0.3300,0.610,-0.610,3.2241,,,359,,,1.61,,,778.0,,,,,,54.40,,,5348.00,,,4.530,,,0.8600,,,282.135530,43.039101,12.990
7603200,K00314.01,Kepler-138 c,CONFIRMED,CANDIDATE,,,,,,13.7810520,2.50000e-05,-2.50000e-05,177.85215,6.20000e-04,-6.20000e-04,0.8000,0.390,-0.390,2.4289,,,740,,,1.66,,,411.0,,,,,,103.60,,,3900.00,,,4.740,,,0.5300,,,290.381500,43.292988,12.925
7603200,K00314.02,Kepler-138 d,CONFIRMED,CANDIDATE,,,,,,23.0894470,6.40000e-05,-6.40000e-05,171.00471,9.70000e-04,-9.70000e-04,0.9300,0.250,-0.250,2.0012,,,586,,,1.77,,,346.0,,,,,,60.20,,,3900.00,,,4.740,,,0.5300,,,290.381500,43.292988,12.925
7603200,K00314.03,Kepler-138 b,CONFIRMED,CANDIDATE,,,,,,10.3120200,1.10000e-04,-1.10000e-04,133.55220,3.60000e-03,-3.60000e-03,0.8100,0.390,-0.390,2.0586,,,109,,,0.68,,,453.0,,,,,,16.60,,,3900.00,,,4.740,,,0.5300,,,290.381500,43.292988,12.925
7700622,K00315.01,Kepler-1716 b,CONFIRMED,CANDIDATE,,,,,,35.5894400,1.20000e-04,-1.20000e-04,188.98860,1.10000e-03,-1.10000e-03,0.7100,0.580,-0.580,4.0994,,,939,,,2.14,,,392.0,,,,,,98.50,,,4789.00,,,4.660,,,0.6500,,,297.271880,43.333309,12.968
3742855,K00045.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,6.3971923,,,174.36415,,,,,,5.1200,,,16107,,,,,,,,,,,,462.90,,,4373.00,,,4.679,,,,,,290.266140,38.837917,13.133
8008067,K00316.01,Kepler-139 b,CONFIRMED,CANDIDATE,,,,,,15.7709400,3.10000e-04,-3.10000e-04,184.90770,6.80000e-03,-6.80000e-03,0.5300,0.810,-0.810,5.1668,,,423,,,2.72,,,758.0,,,,,,18.30,,,5622.00,,,4.330,,,1.1800,,,282.391940,43.889351,12.701
8008067,K00316.02,Kepler-139 c,CONFIRMED,CANDIDATE,,,,,,157.0600000,1.00000e-02,-1.00000e-02,481.26300,1.20000e-02,-1.20000e-02,0.7900,0.620,-0.620,8.2758,,,514,,,2.94,,,351.0,,,,,,8.80,,,5622.00,,,4.330,,,1.1800,,,282.391940,43.889351,12.701
8121310,K00317.01,Kepler-521 b,CONFIRMED,CANDIDATE,,,,,,22.2079200,1.30000e-04,-1.30000e-04,206.36290,1.80000e-03,-1.80000e-03,0.7570,0.092,-0.092,7.5436,,,472,,,4.24,,,934.0,,,,,,74.80,,,6464.00,,,4.040,,,1.8100,,,298.816380,43.998039,12.885
9839821,K02012.01,Kepler-1052 b,CONFIRMED,CANDIDATE,,,,,,34.8533300,3.60000e-04,-3.60000e-04,164.04790,3.80000e-03,-3.80000e-03,0.7700,0.440,-0.440,5.4063,,,804,,,2.50,,,495.0,,,,,,34.10,,,5615.00,,,4.580,,,0.8100,,,295.342710,46.602261,14.876
4056616,K02013.01,Kepler-1053 b,CONFIRMED,CANDIDATE,,,,,,2.4143600,1.20000e-05,-1.20000e-05,132.42760,1.40000e-03,-1.40000e-03,0.7700,0.580,-0.580,1.3318,,,199,,,0.75,,,757.0,,,,,,32.30,,,4115.00,,,4.770,,,0.4900,,,291.418640,39.127419,13.156
6707908,K02014.01,,CANDIDATE,CANDIDATE,,,,,,2.4660770,1.40000e-05,-1.40000e-05,132.31970,1.60000e-03,-1.60000e-03,0.8000,0.710,-0.710,1.4804,,,628,,,2.36,,,1186.0,,,,,,32.90,,,5451.00,,,4.540,,,0.8500,,,296.050420,42.113239,15.601
8492026,K02016.01,Kepler-1054 b,CONFIRMED,CANDIDATE,,,,,,4.3064300,5.30000e-05,-5.30000e-05,132.44920,4.10000e-03,-4.10000e-03,0.5800,0.350,-0.350,4.0727,,,256,,,1.64,,,1123.0,,,,,,23.60,,,5866.00,,,4.480,,,1.0000,,,290.601140,44.556381,14.136
8750043,K02017.01,Kepler-1055 b,CONFIRMED,CANDIDATE,,,,,,2.2950260,1.30000e-05,-1.30000e-05,132.69320,1.50000e-03,-1.50000e-03,0.8100,0.500,-0.500,1.7013,,,169,,,1.17,,,1225.0,,,,,,33.10,,,5554.00,,,4.550,,,0.8000,,,290.486760,44.932621,13.090
9973109,K02018.01,Kepler-1056 b,CONFIRMED,CANDIDATE,,,,,,27.4954100,4.00000e-04,-4.00000e-04,133.28410,5.10000e-03,-5.10000e-03,0.6100,0.840,-0.840,4.8199,,,560,,,2.13,,,553.0,,,,,,19.70,,,5448.00,,,4.460,,,0.8700,,,299.526000,46.899261,14.550
6226290,K02019.01,Kepler-1057 b,CONFIRMED,CANDIDATE,,,,,,14.0881800,1.60000e-04,-1.60000e-04,137.34440,4.30000e-03,-4.30000e-03,0.6000,0.830,-0.830,4.2237,,,864,,,2.47,,,665.0,,,,,,29.00,,,5545.00,,,4.580,,,0.8200,,,297.452150,41.558128,15.624
9349482,K02020.01,Kepler-1058 b,CONFIRMED,CANDIDATE,,,,,,110.9655000,3.00000e-03,-3.00000e-03,187.04290,9.20000e-03,-9.20000e-03,0.8600,0.130,-0.130,13.4156,,,1345,,,2.07,,,223.0,,,,,,31.80,,,4350.00,,,4.770,,,0.4900,,,294.595790,45.875031,15.498
9071386,K00023.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,4.6933058,,,136.86196,,,,,,5.1700,,,14598,,,,,,,,,,,,3901.80,,,6359.00,,,4.253,,,,,,283.166320,45.403061,12.291
10723750,K00209.02,Kepler-117 b,CONFIRMED,CANDIDATE,,,,,,18.7959090,4.00000e-05,-4.00000e-05,145.82085,7.80000e-04,-7.80000e-04,0.5120,0.083,-0.083,7.2427,,,2433,,,5.44,,,748.0,,,,,,217.90,,,6221.00,,,4.430,,,1.0800,,,288.793030,48.040230,14.274
6356207,K02021.01,Kepler-1059 b,CONFIRMED,CANDIDATE,,,,,,3.7641620,4.10000e-05,-4.10000e-05,132.35260,4.30000e-03,-4.30000e-03,0.5000,0.630,-0.630,2.0271,,,596,,,1.61,,,843.0,,,,,,24.60,,,4883.00,,,4.670,,,0.6600,,,289.220210,41.706478,15.484
8564674,K02022.01,Kepler-349 b,CONFIRMED,CANDIDATE,,,,,,5.9297740,4.80000e-05,-4.80000e-05,135.49230,2.90000e-03,-2.90000e-03,0.6300,0.570,-0.570,2.4891,,,397,,,1.79,,,935.0,,,,,,25.50,,,5696.00,,,4.540,,,0.8700,,,293.676480,44.615582,14.746
8564674,K02022.02,Kepler-349 c,CONFIRMED,CANDIDATE,,,,,,12.2476900,1.10000e-04,-1.10000e-04,138.21740,3.30000e-03,-3.30000e-03,0.5900,0.600,-0.600,3.3068,,,495,,,1.99,,,731.0,,,,,,25.90,,,5696.00,,,4.540,,,0.8700,,,293.676480,44.615582,14.746
8578780,K02023.01,Kepler-1784 b,CONFIRMED,CANDIDATE,,,,,,13.5905300,1.40000e-04,-1.40000e-04,133.07170,4.00000e-03,-4.00000e-03,0.2500,0.790,-0.790,3.7997,,,655,,,2.38,,,694.0,,,,,,27.70,,,5262.00,,,4.420,,,0.9600,,,297.954160,44.667480,15.150
4544907,K02024.01,Kepler-1060 b,CONFIRMED,CANDIDATE,,,,,,46.8788200,1.00000e-03,-1.00000e-03,137.65420,8.30000e-03,-8.30000e-03,0.6300,0.220,-0.220,9.3393,,,458,,,1.95,,,477.0,,,,,,24.20,,,5570.00,,,4.440,,,0.8800,,,286.025180,39.630932,14.632
4636578,K02025.01,Kepler-350 c,CONFIRMED,CANDIDATE,,,,,,17.8486300,1.80000e-04,-1.80000e-04,148.38810,3.90000e-03,-3.90000e-03,0.8500,0.210,-0.210,5.9602,,,433,,,2.94,,,835.0,,,,,,37.20,,,6215.00,,,4.260,,,1.2600,,,285.419620,39.706108,13.781
9458343,K02246.01,Kepler-1156 b,CONFIRMED,CANDIDATE,,,,,,11.8953400,1.80000e-04,-1.80000e-04,132.88410,5.70000e-03,-5.70000e-03,0.7900,0.530,-0.530,3.5681,,,213,,,1.40,,,768.0,,,,,,19.50,,,5812.00,,,4.510,,,0.9100,,,288.924010,46.057629,14.152
7802719,K02247.01,Kepler-1157 b,CONFIRMED,CANDIDATE,,,,,,4.4573560,5.60000e-05,-5.60000e-05,132.16940,4.30000e-03,-4.30000e-03,0.6200,0.660,-0.660,2.4731,,,200,,,0.80,,,681.0,,,,,,18.50,,,4362.00,,,4.720,,,0.5500,,,283.121030,43.525639,14.374
